#Dec 02, 2016  02:37:39 PM
#Residual Gas Analyzer Software 
#Software Version, 3.211.002
#
#Analog Scan Setup:
#
#Data Points in Scan, 641 
#Units, Torr 
#Noise Floor, 2 
#CEM Status, OFF 
#Points Per AMU, 10
#Scan Start Mass, 1, amu 
#Scan Stop Mass, 65, amu
#Focus Voltage, 90, Volts 
#Ion Energy, HIGH 
#Electron Energy, 70, eV 
#CEM Voltage, 1000, Volts
#CEM Gain, 1.00E+006 
#Sensitivity Factor, 9.16E-005 
#Filament Current, 1.00, mAmps


 42.30,   4.72E-007, 
 42.40,   4.89E-007, 
 42.50,   4.51E-007, 
 42.60,   2.27E-007, 
 42.70,   5.20E-008, 
 42.80,   3.15E-008, 
 42.90,   4.02E-008, 
 43.00,   9.65E-008, 
 43.10,   3.01E-007, 
 43.20,   4.71E-007, 
 43.30,   6.01E-007, 
 43.40,   6.52E-007, 
 43.50,   6.27E-007, 
 43.60,   3.89E-007, 
 43.70,   1.94E-007, 
 43.80,   3.25E-007, 
 43.90,   5.81E-007, 
 44.00,   1.92E-006, 
 44.10,   4.19E-006, 
 44.20,   5.55E-006, 
 44.30,   7.28E-006, 
 44.40,   6.72E-006, 
 44.50,   6.18E-006, 
 44.60,   1.36E-006, 
 44.70,   8.54E-008, 
 44.80,   2.59E-008, 
 44.90,   1.96E-008, 
 45.00,   3.03E-008, 
 45.10,   8.74E-008, 
 45.20,   1.58E-007, 
 45.30,   2.15E-007, 
 45.40,   2.42E-007, 
 45.50,   2.30E-007, 
 45.60,   1.40E-007, 
 45.70,   3.80E-008, 
 45.80,   1.48E-008, 
 45.90,   8.74E-009, 
 46.00,   7.42E-009, 
 46.10,   1.22E-008, 
 46.20,   2.22E-008, 
 46.30,   3.40E-008, 
 46.40,   4.52E-008, 
 46.50,   4.67E-008, 
 46.60,   3.74E-008, 
 46.70,   1.76E-008, 
 46.80,   9.08E-009, 
 46.90,   6.11E-009, 
 47.00,   5.54E-009, 
 47.10,   9.36E-009, 
 47.20,   1.77E-008, 
 47.30,   2.73E-008, 
 47.40,   3.72E-008, 
 47.50,   3.93E-008, 
 47.60,   3.31E-008, 
 47.70,   1.68E-008, 
 47.80,   9.51E-009, 
 47.90,   7.48E-009, 
 48.00,   8.95E-009, 
 48.10,   1.95E-008, 
 48.20,   3.93E-008, 
 48.30,   6.11E-008, 
 48.40,   7.71E-008, 
 48.50,   7.65E-008, 
 48.60,   5.42E-008, 
 48.70,   2.19E-008, 
 48.80,   9.94E-009, 
 48.90,   5.73E-009, 
 49.00,   3.46E-009, 
 49.10,   3.06E-009, 
 49.20,   5.18E-009, 
 49.30,   7.26E-009, 
 49.40,   9.70E-009, 
 49.50,   1.11E-008, 
 49.60,   1.11E-008, 
 49.70,   7.46E-009, 
 49.80,   4.98E-009, 
 49.90,   3.49E-009, 
 50.00,   3.22E-009, 
